rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
3,3,-1,OLD,20161725,마스터,2016-12-21,415715100,13.1,-57090700,-12.1,54354186365,54670,-7965,-12.7,6700728,654,2305
4,4,0,NEW,20168381,얼라이드,2017-01-11,330131300,10.4,330131300,100,364026300,43776,43776,100,47724,488,2096
5,5,-1,OLD,20167904,라라랜드,2016-12-07,171456300,5.4,-40383400,-19.1,23443536614,21988,-5172,-19,2799303,309,673
6,6,-1,OLD,20162025,씽,2016-12-21,131201200,4.1,-45839600,-25.9,12693242489,19209,-5953,-23.7,1654744,381,771
7,7,-4,OLD,20161084,패신저스,2017-01-04,132942900,4.2,-119626700,-47.4,4846221318,17473,-15622,-47.2,591953,436,1343
8,8,-2,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,102046800,3.2,-47123400,-31.6,2200537400,15370,-6473,-29.6,296708,361,700
9,9,-2,OLD,20150966,사랑하기 때문에,2017-01-04,64180000,2,-85246000,-57,2332837440,8989,-11455,-56,295877,324,688
10,10,10,OLD,20168324,반지의 제왕 : 반지원정대 (확장판),2017-01-11,66408900,2.1,57417400,638.6,75400400,5099,4346,577.2,5852,69,143
1,1,0,OLD,20161872,너의 이름은.,2017-01-04,921887800,29,-140712900,-13.2,14049846242,121478,-18872,-13.4,1749851,714,3356
2,2,10,OLD,20165443,모아나,2017-01-12,612702800,19.3,581658800,1873.7,653458800,84797,80906,2079.3,89880,756,3141
3,3,0,OLD,20161725,마스터,2016-12-21,348123100,11,-67592000,-16.3,54702309465,46151,-8519,-15.6,6746879,567,1826
4,4,0,OLD,20168381,얼라이드,2017-01-11,328213200,10.3,-1918100,-0.6,692239500,43512,-264,-0.6,91236,496,1975
5,5,-3,OLD,20164421,어쌔신 크리드,2017-01-11,315983100,10,-148985300,-32,791032500,41422,-19429,-31.9,103287,557,2228
6,6,-1,OLD,20167904,라라랜드,2016-12-07,135602300,4.3,-35854000,-20.9,23579138914,17385,-4603,-20.9,2816688,262,502
7,7,0,OLD,20161084,패신저스,2017-01-04,84264900,2.7,-48678000,-36.6,4930486218,11093,-6380,-36.5,603046,397,892
8,8,-2,OLD,20162025,씽,2016-12-21,63429900,2,-67771300,-51.7,12756672389,9271,-9938,-51.7,1664015,279,417
9,9,-1,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,58752400,1.9,-43294400,-42.4,2259289800,9076,-6294,-40.9,305784,296,430
10,10,-1,OLD,20150966,사랑하기 때문에,2017-01-04,49425300,1.6,-14754700,-23,2382262740,6741,-2248,-25,302618,250,458
1,1,0,OLD,20161872,너의 이름은.,2017-01-04,1246387707,31.9,324499907,35.2,15296233949,148996,27518,22.7,1898847,759,3585
2,2,0,OLD,20165443,모아나,2017-01-12,674187693,17.2,61484893,10,1327646493,84390,-407,-0.5,174270,795,3204
3,3,0,OLD,20161725,마스터,2016-12-21,453245300,11.6,105122200,30.2,55155554765,52777,6626,14.4,6799656,577,1911
4,4,0,OLD,20168381,얼라이드,2017-01-11,440754449,11.3,112541249,34.3,1132993949,51445,7933,18.2,142681,528,2004
5,5,0,OLD,20164421,어쌔신 크리드,2017-01-11,369295751,9.4,53312651,16.9,1160328251,43164,1742,4.2,146451,560,2207
6,6,0,OLD,20167904,라라랜드,2016-12-07,190298607,4.9,54696307,40.3,23769437521,21825,4440,25.5,2838513,305,596
7,7,0,OLD,20161084,패신저스,2017-01-04,107583000,2.7,23318100,27.7,5038069218,12752,1659,15,615798,394,856
8,8,0,OLD,20162025,씽,2016-12-21,65655300,1.7,2225400,3.5,12822327689,8708,-563,-6.1,1672723,273,424
9,9,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,55050000,1.4,-3702400,-6.3,2314339800,7863,-1213,-13.4,313647,300,430
10,10,0,OLD,20150966,사랑하기 때문에,2017-01-04,50090200,1.3,664900,1.3,2432352940,6433,-308,-4.6,309051,261,463
1,1,0,OLD,20161872,너의 이름은.,2017-01-04,2462539601,29.2,1216151894,97.6,17758773550,292247,143251,96.1,2191094,845,4049
2,2,0,OLD,20165443,모아나,2017-01-12,1994310699,23.7,1320123006,195.8,3321957192,243738,159348,188.8,418008,912,3600
3,3,0,OLD,20161725,마스터,2016-12-21,1038500200,12.3,585254900,129.1,56194054965,120563,67786,128.4,6920219,648,2001
4,4,0,OLD,20168381,얼라이드,2017-01-11,878948030,10.4,438193581,99.4,2011941979,101641,50196,97.6,244322,540,1924
5,5,0,OLD,20164421,어쌔신 크리드,2017-01-11,739527170,8.8,370231419,100.3,1899855421,86776,43612,101,233227,566,2086
6,6,0,OLD,20167904,라라랜드,2016-12-07,398593901,4.7,208295294,109.5,24168031422,45303,23478,107.6,2883816,360,729
7,7,0,OLD,20161084,패신저스,2017-01-04,184278200,2.2,76695200,71.3,5222347418,21708,8956,70.2,637506,368,717
8,8,0,OLD,20162025,씽,2016-12-21,153400000,1.8,87744700,133.6,12975727689,19241,10533,121,1691964,286,463
9,9,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,129026400,1.5,73976400,134.4,2443366200,16679,8816,112.1,330326,311,484
10,10,0,OLD,20150966,사랑하기 때문에,2017-01-04,86948300,1,36858100,73.6,2519301240,10814,4381,68.1,319865,248,432
1,1,0,OLD,20161872,너의 이름은.,2017-01-04,2472059900,30.5,9520299,0.4,20230833450,298280,6033,2.1,2489374,842,3983
2,2,0,OLD,20165443,모아나,2017-01-12,2089628500,25.8,95317801,4.8,5411585692,255212,11474,4.7,673220,953,3569
3,3,0,OLD,20161725,마스터,2016-12-21,957634300,11.8,-80865900,-7.8,57151689265,111003,-9560,-7.9,7031222,635,1935
4,4,0,OLD,20168381,얼라이드,2017-01-11,810222400,10,-68725630,-7.8,2822164379,93567,-8074,-7.9,337889,546,1898
5,5,0,OLD,20164421,어쌔신 크리드,2017-01-11,611068500,7.5,-128458670,-17.4,2510923921,72083,-14693,-16.9,305310,551,1945
6,6,0,OLD,20167904,라라랜드,2016-12-07,355169700,4.4,-43424201,-10.9,24523201122,40288,-5015,-11.1,2924104,358,733
7,7,1,OLD,20162025,씽,2016-12-21,146446500,1.8,-6953500,-4.5,13122174189,18093,-1148,-6,1710057,280,456
8,8,-1,OLD,20161084,패신저스,2017-01-04,146595900,1.8,-37682300,-20.4,5368943318,17377,-4331,-20,654883,355,673
9,9,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,123683000,1.5,-5343400,-4.1,2567049200,15766,-913,-5.5,346092,307,470
10,10,0,OLD,20150966,사랑하기 때문에,2017-01-04,77488500,1,-9459800,-10.9,2596789740,9683,-1131,-10.5,329548,238,401
1,1,0,OLD,20161872,너의 이름은.,2017-01-04,740590900,31.1,-1731469000,-70,20971424350,97566,-200714,-67.3,2586940,759,3685
2,2,0,OLD,20165443,모아나,2017-01-12,471774900,19.8,-1617853600,-77.4,5883360592,64650,-190562,-74.7,737870,780,3071
3,3,0,OLD,20161725,마스터,2016-12-21,282543100,11.9,-675091200,-70.5,57434232365,37009,-73994,-66.7,7068231,565,1832
4,4,0,OLD,20168381,얼라이드,2017-01-11,280917000,11.8,-529305400,-65.3,3103081379,36848,-56719,-60.6,374737,521,1971
5,5,0,OLD,20164421,어쌔신 크리드,2017-01-11,154133400,6.5,-456935100,-74.8,2665057321,20210,-51873,-72,325520,546,1886
6,6,0,OLD,20167904,라라랜드,2016-12-07,134242400,5.6,-220927300,-62.2,24657443522,17258,-23030,-57.2,2941362,347,740
7,7,1,OLD,20161084,패신저스,2017-01-04,43373100,1.8,-103222800,-70.4,5412316418,5778,-11599,-66.7,660661,345,668
8,8,2,OLD,20150966,사랑하기 때문에,2017-01-04,31321600,1.3,-46166900,-59.6,2628111340,4433,-5250,-54.2,333981,235,424
9,9,-2,OLD,20162025,씽,2016-12-21,31280800,1.3,-115165700,-78.6,13153454989,4431,-13662,-75.5,1714488,254,382
10,10,-1,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,19781500,0.8,-103901500,-84,2586830700,2962,-12804,-81.2,349054,256,345
1,1,0,OLD,20161872,너의 이름은.,2017-01-04,700870000,28.3,-39720900,-5.4,21672294350,93300,-4266,-4.4,2680240,788,3687
2,2,0,OLD,20165443,모아나,2017-01-12,547783700,22.1,76008800,16.1,6431144292,76621,11971,18.5,814491,802,3067
3,3,0,OLD,20161725,마스터,2016-12-21,271458000,11,-11085100,-3.9,57705690365,35981,-1028,-2.8,7104212,575,1847
4,4,0,OLD,20168381,얼라이드,2017-01-11,262659400,10.6,-18257600,-6.5,3365740779,34506,-2342,-6.4,409243,520,1951
5,5,1,OLD,20167904,라라랜드,2016-12-07,139514200,5.6,5271800,3.9,24796957722,17977,719,4.2,2959339,357,740
6,6,-1,OLD,20164421,어쌔신 크리드,2017-01-11,129974600,5.3,-24158800,-15.7,2795031921,16999,-3211,-15.9,342519,523,1801
7,7,2,OLD,20162025,씽,2016-12-21,43509100,1.8,12228300,39.1,13196964089,6390,1959,44.2,1720878,260,389
8,8,-1,OLD,20161084,패신저스,2017-01-04,41818000,1.7,-1555100,-3.6,5454134418,5624,-154,-2.7,666285,333,655
9,9,1,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,33634500,1.4,13853000,70,2620465200,5273,2311,78,354327,277,374
10,10,-2,OLD,20150966,사랑하기 때문에,2017-01-04,31703700,1.3,382100,1.2,2659815040,4607,174,3.9,338588,248,428
1,1,10,OLD,20151229,더 킹,2017-01-18,2197763200,45.7,2155148200,5057.3,2332147200,288966,285072,7320.8,302978,1125,5364
2,2,19,OLD,20151228,공조,2017-01-18,1145130100,23.8,1136429100,13060.9,1271631400,151845,150731,13530.6,166451,900,4126
3,3,-2,OLD,20161872,너의 이름은.,2017-01-04,435316300,9.1,-265553700,-37.9,22107610650,58068,-35232,-37.8,2738308,573,2060
4,4,35,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,334154700,7,332554700,20784.7,347570700,50159,49959,24979.5,51883,500,1249
5,5,-3,OLD,20165443,모아나,2017-01-12,336296600,7,-211487100,-38.6,6767440892,48075,-28546,-37.3,862566,593,1380
6,6,-2,OLD,20168381,얼라이드,2017-01-11,67761300,1.4,-194898100,-74.2,3433502079,8918,-25588,-74.2,418161,334,657
7,7,-2,OLD,20167904,라라랜드,2016-12-07,68492700,1.4,-71021500,-50.9,24865450422,8833,-9144,-50.9,2968172,225,392
8,8,-5,OLD,20161725,마스터,2016-12-21,44795700,0.9,-226662300,-83.5,57750486065,5939,-30042,-83.5,7110151,287,503
9,9,15,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),2017-01-18,41878600,0.9,31718600,312.2,52038600,3237,2403,288.1,4071,53,87
10,10,-1,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,12757600,0.3,-20876900,-62.1,2633222800,2343,-2930,-55.6,356670,62,67
1,1,0,OLD,20151229,더 킹,2017-01-18,1810239800,43.2,-387523400,-17.6,4142387000,238039,-50927,-17.6,541017,1147,5395
2,2,0,OLD,20151228,공조,2017-01-18,1063411600,25.4,-81718500,-7.1,2335043000,141569,-10276,-6.8,308020,918,4157
3,3,0,OLD,20161872,너의 이름은.,2017-01-04,400685000,9.6,-34631300,-8,22508295650,53380,-4688,-8.1,2791688,601,2067
4,4,1,OLD,20165443,모아나,2017-01-12,366566500,8.8,30269900,9,7134007392,53001,4926,10.2,915567,605,1401
5,5,-1,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,189852600,4.5,-144302100,-43.2,537423300,27622,-22537,-44.9,79505,483,1197
6,6,1,OLD,20167904,라라랜드,2016-12-07,72219300,1.7,3726600,5.4,24937669722,9337,504,5.7,2977509,226,389
7,7,-1,OLD,20168381,얼라이드,2017-01-11,61999800,1.5,-5761500,-8.5,3495501879,8125,-793,-8.9,426286,338,644
8,8,0,OLD,20161725,마스터,2016-12-21,35580300,0.8,-9215400,-20.6,57786066365,4799,-1140,-19.2,7114950,289,485
9,9,0,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),2017-01-18,39515700,0.9,-2362900,-5.6,91554300,3048,-189,-5.8,7119,58,89
10,10,1,OLD,20163186,단지 세상의 끝,2017-01-18,19463400,0.5,5778400,42.2,45411400,2569,739,40.4,5959,124,204
1,1,0,OLD,20151229,더 킹,2017-01-18,2235092100,45.1,424852300,23.5,6377479100,261528,23489,9.9,802545,1188,5615
2,2,0,OLD,20151228,공조,2017-01-18,1350950693,27.3,287539093,27,3685993693,160116,18547,13.1,468136,938,4217
3,3,0,OLD,20161872,너의 이름은.,2017-01-04,467773193,9.4,67088193,16.7,22976068843,55958,2578,4.8,2847646,578,2063
4,4,0,OLD,20165443,모아나,2017-01-12,374653707,7.6,8087207,2.2,7508661099,48522,-4479,-8.5,964089,618,1436
5,5,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,145186700,2.9,-44665900,-23.5,682610000,18988,-8634,-31.3,98493,490,1192
6,6,0,OLD,20167904,라라랜드,2016-12-07,95834593,1.9,23615293,32.7,25033504315,10966,1629,17.4,2988475,228,413
7,7,0,OLD,20168381,얼라이드,2017-01-11,78991000,1.6,16991200,27.4,3574492879,9058,933,11.5,435344,329,645
8,8,0,OLD,20161725,마스터,2016-12-21,40896500,0.8,5316200,14.9,57826962865,4783,-16,-0.3,7119733,263,453
9,9,0,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),2017-01-18,43207400,0.9,3691700,9.3,134761700,3279,231,7.6,10398,53,85
10,10,0,OLD,20163186,단지 세상의 끝,2017-01-18,16682100,0.3,-2781300,-14.3,62093500,2019,-550,-21.4,7978,116,193
1,1,0,OLD,20151229,더 킹,2017-01-18,4490105729,42.2,2255013629,100.9,10867584829,524841,263313,100.7,1327386,1310,6092
2,2,0,OLD,20151228,공조,2017-01-18,2810573092,26.4,1459622399,108,6496566785,333625,173509,108.4,801761,976,4221
3,3,1,OLD,20165443,모아나,2017-01-12,1124354508,10.6,749700801,200.1,8633015607,141432,92910,191.5,1105521,715,1700
4,4,-1,OLD,20161872,너의 이름은.,2017-01-04,888981713,8.3,421208520,90,23865050556,107103,51145,91.4,2954749,605,1947
5,5,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,747597000,7,602410300,414.9,1430207000,97501,78513,413.5,195994,570,1487
6,6,0,OLD,20167904,라라랜드,2016-12-07,162176713,1.5,66342120,69.2,25195681028,18699,7733,70.5,3007174,243,425
7,7,0,OLD,20168381,얼라이드,2017-01-11,125779900,1.2,46788900,59.2,3700272779,14237,5179,57.2,449581,300,537
8,8,0,OLD,20161725,마스터,2016-12-21,68094500,0.6,27198000,66.5,57895057365,7865,3082,64.4,7127598,243,378
9,9,0,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),2017-01-18,64286200,0.6,21078800,48.8,199047900,5044,1765,53.8,15442,54,80
10,10,0,OLD,20163186,단지 세상의 끝,2017-01-18,21956100,0.2,5274000,31.6,84049600,2628,609,30.2,10606,114,163
1,1,0,OLD,20151229,더 킹,2017-01-18,4504282600,42.5,14176871,0.3,15371867429,525513,672,0.1,1852899,1289,5913
2,2,0,OLD,20151228,공조,2017-01-18,2967913800,28,157340708,5.6,9464480585,352228,18603,5.6,1153989,972,4120
3,3,0,OLD,20165443,모아나,2017-01-12,1177759800,11.1,53405292,4.7,9810775407,145485,4053,2.9,1251006,746,1772
4,4,0,OLD,20161872,너의 이름은.,2017-01-04,810785300,7.7,-78196413,-8.8,24675835856,97603,-9500,-8.9,3052352,593,1866
5,5,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,626538700,5.9,-121058300,-16.2,2056745700,80707,-16794,-17.2,276701,567,1471
6,6,0,OLD,20167904,라라랜드,2016-12-07,142308400,1.3,-19868313,-12.3,25337989428,16278,-2421,-12.9,3023452,234,409
7,7,0,OLD,20168381,얼라이드,2017-01-11,106534900,1,-19245000,-15.3,3806807679,12089,-2148,-15.1,461670,289,488
8,8,0,OLD,20161725,마스터,2016-12-21,51594000,0.5,-16500500,-24.2,57946651365,5997,-1868,-23.8,7133595,229,346
9,9,0,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),2017-01-18,58795600,0.6,-5490600,-8.5,257843500,4732,-312,-6.2,20174,56,79
10,10,0,OLD,20163186,단지 세상의 끝,2017-01-18,22828200,0.2,872100,4,106877800,2713,85,3.2,13319,118,173
1,1,0,OLD,20151229,더 킹,2017-01-18,1243052400,38.7,-3261230200,-72.4,16614919829,163491,-362022,-68.9,2016390,1169,5524
2,2,0,OLD,20151228,공조,2017-01-18,1051594800,32.8,-1916319000,-64.6,10516075385,138338,-213890,-60.7,1292327,928,4117
3,3,0,OLD,20165443,모아나,2017-01-12,288374500,9,-889385300,-75.5,10099149907,40440,-105045,-72.2,1291446,637,1573
4,4,0,OLD,20161872,너의 이름은.,2017-01-04,302182700,9.4,-508602600,-62.7,24978018556,40227,-57376,-58.8,3092579,558,1906
5,5,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,68650500,2.1,-557888200,-89,2125396200,9910,-70797,-87.7,286611,428,1023
6,6,0,OLD,20167904,라라랜드,2016-12-07,67812700,2.1,-74495700,-52.3,25405802128,8829,-7449,-45.8,3032281,247,444
7,7,0,OLD,20168381,얼라이드,2017-01-11,45852100,1.4,-60682800,-57,3852659779,6012,-6077,-50.3,467682,297,556
8,8,0,OLD,20161725,마스터,2016-12-21,19232200,0.6,-32361800,-62.7,57965883565,2564,-3433,-57.2,7136159,236,375
9,9,0,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),2017-01-18,28532000,0.9,-30263600,-51.5,286375500,2180,-2552,-53.9,22354,56,88
10,10,0,OLD,20163186,단지 세상의 끝,2017-01-18,11430200,0.4,-11398000,-49.9,118308000,1539,-1174,-43.3,14858,110,174
1,1,0,OLD,20151229,더 킹,2017-01-18,1189158900,36.7,-53893500,-4.3,17804078729,156749,-6742,-4.1,2173139,1181,5500
2,2,0,OLD,20151228,공조,2017-01-18,1022534750,31.5,-29060050,-2.8,11538610135,135694,-2644,-1.9,1428021,955,4177
3,3,0,OLD,20165443,모아나,2017-01-12,346203000,10.7,57828500,20.1,10445352907,50077,9637,23.8,1341523,640,1593
4,4,0,OLD,20161872,너의 이름은.,2017-01-04,308879700,9.5,6697000,2.2,25286898256,41488,1261,3.1,3134067,553,1913
5,5,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,75048900,2.3,6398400,9.3,2200445100,10875,965,9.7,297486,438,1023
6,6,0,OLD,20167904,라라랜드,2016-12-07,72091500,2.2,4278800,6.3,25477893628,9377,548,6.2,3041658,248,453
7,7,0,OLD,20168381,얼라이드,2017-01-11,47573400,1.5,1721300,3.8,3900233179,6427,415,6.9,474109,311,567
8,8,1,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),2017-01-18,38506600,1.2,9974600,35,324882100,3037,857,39.3,25391,57,86
9,9,-1,OLD,20161725,마스터,2016-12-21,21024900,0.6,1792700,9.3,57986908465,2824,260,10.1,7138983,241,377
10,10,0,OLD,20163186,단지 세상의 끝,2017-01-18,12343400,0.4,913200,8,130651400,1675,136,8.8,16533,114,175
1,1,0,OLD,20151229,더 킹,2017-01-18,1204847600,31.7,15688700,1.3,19008926329,199750,43001,27.4,2372889,1071,4658
2,2,0,OLD,20151228,공조,2017-01-18,1172426200,30.9,149891450,14.7,12711036335,193551,57857,42.6,1621572,987,4227
3,3,0,NEW,20168688,레지던트 이블: 파멸의 날,2017-01-25,475128400,12.5,475128400,100,478336400,71038,71038,100,71439,545,2068
4,4,-1,OLD,20165443,모아나,2017-01-12,287999500,7.6,-58203500,-16.8,10733352407,45856,-4221,-8.4,1387379,591,1301
5,5,-1,OLD,20161872,너의 이름은.,2017-01-04,239371500,6.3,-69508200,-22.5,25526269756,39161,-2327,-5.6,3173228,478,1110
6,6,92,OLD,20168154,딥워터 호라이즌,2017-01-25,78334600,2.1,78334600,100,92238600,12845,12845,100,14654,425,1203
7,7,-1,OLD,20167904,라라랜드,2016-12-07,58983000,1.6,-13108500,-18.2,25536876628,9443,66,0.7,3051101,188,293
8,8,0,NEW,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,61103000,1.6,61103000,100,82767000,8967,8967,100,11675,315,452
9,9,-4,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,40966900,1.1,-34082000,-45.4,2241412000,6112,-4763,-43.8,303598,323,480
10,10,-3,OLD,20168381,얼라이드,2017-01-11,22343500,0.6,-25229900,-53,3922576679,3858,-2569,-40,477967,151,209
1,1,1,OLD,20151228,공조,2017-01-18,1830307900,35.5,657881700,56.1,14541344235,238425,44874,23.2,1859997,991,4491
2,2,-1,OLD,20151229,더 킹,2017-01-18,1642336400,31.8,437488800,36.3,20651262729,212532,12782,6.4,2585421,1046,4860
3,3,0,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,574263900,11.1,99135500,20.9,1052600300,72754,1716,2.4,144193,546,2108
4,4,0,OLD,20165443,모아나,2017-01-12,309480100,6,21480600,7.5,11042832507,42954,-2902,-6.3,1430333,571,1340
5,5,0,OLD,20161872,너의 이름은.,2017-01-04,299673600,5.8,60302100,25.2,25825943356,39450,289,0.7,3212678,495,1131
6,6,0,OLD,20168154,딥워터 호라이즌,2017-01-25,100009900,1.9,21675300,27.7,192248500,13332,487,3.8,27986,433,1176
7,7,0,OLD,20167904,라라랜드,2016-12-07,97691300,1.9,38708300,65.6,25634567928,12680,3237,34.3,3063781,191,310
8,8,0,OLD,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,53014000,1,-8089000,-13.2,135781000,7644,-1323,-14.8,19319,321,455
9,9,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,48032300,0.9,7065400,17.2,2289444300,6920,808,13.2,310518,326,481
10,10,1,OLD,20168689,반지의 제왕 : 왕의 귀환 (확장판),2017-01-25,56639900,1.1,18422900,48.2,102262900,4547,780,20.7,8942,54,79
1,1,0,OLD,20151228,공조,2017-01-18,4057287634,42.6,2226979734,121.7,18598631869,472221,233796,98.1,2332218,1177,5360
2,2,0,OLD,20151229,더 킹,2017-01-18,2826186112,29.6,1183849712,72.1,23477448841,326785,114253,53.8,2912206,1118,5067
3,3,1,OLD,20165443,모아나,2017-01-12,732270400,7.7,422790300,136.6,11775102907,88759,45805,106.6,1519092,693,1650
4,4,-1,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,703366389,7.4,129102489,22.5,1755966689,78851,6097,8.4,223044,578,1759
5,5,0,OLD,20161872,너의 이름은.,2017-01-04,449140500,4.7,149466900,49.9,26275083856,53932,14482,36.7,3266610,529,1094
6,6,3,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,148641200,1.6,100608900,209.5,2438085500,18976,12056,174.2,329494,412,612
7,7,0,OLD,20167904,라라랜드,2016-12-07,146189400,1.5,48498100,49.6,25780757328,16867,4187,33,3080648,189,316
8,8,-2,OLD,20168154,딥워터 호라이즌,2017-01-25,109502977,1.1,9493077,9.5,301751477,13037,-295,-2.2,41023,400,739
9,9,-1,OLD,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,102195800,1.1,49181800,92.8,237976800,13025,5381,70.4,32344,334,492
10,10,3,OLD,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,41072500,0.4,26417500,180.3,70249500,6183,3971,179.5,10632,145,201
1,1,0,OLD,20151228,공조,2017-01-18,5774705700,47.8,1717418066,42.3,24373337569,664830,192609,40.8,2997048,1279,5806
2,2,0,OLD,20151229,더 킹,2017-01-18,3768450768,31.2,942264656,33.3,27245899609,429935,103150,31.6,3342141,1113,4974
3,3,0,OLD,20165443,모아나,2017-01-12,711520300,5.9,-20750100,-2.8,12486623207,83424,-5335,-6,1602516,689,1620
4,4,0,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,755843534,6.3,52477145,7.5,2511810223,83047,4196,5.3,306091,585,1708
5,5,0,OLD,20161872,너의 이름은.,2017-01-04,394476500,3.3,-54664000,-12.2,26669560356,45660,-8272,-15.3,3312270,499,1032
6,6,1,OLD,20167904,라라랜드,2016-12-07,167443100,1.4,21253700,14.5,25948200428,19012,2145,12.7,3099660,205,344
7,7,1,OLD,20168154,딥워터 호라이즌,2017-01-25,108235166,0.9,-1267811,-1.2,409986643,12832,-205,-1.6,53855,341,581
8,8,-2,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,86230000,0.7,-62411200,-42,2524315500,10653,-8323,-43.9,340147,362,513
9,9,0,OLD,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,82972200,0.7,-19223600,-18.8,320949000,10168,-2857,-21.9,42512,315,452
10,10,1,OLD,20168381,얼라이드,2017-01-11,58572900,0.5,14708900,33.5,4054854079,6335,1541,32.1,492860,134,192
1,1,0,OLD,20151228,공조,2017-01-18,6821569400,47.1,1046863700,18.1,31194906969,797994,133164,20,3795042,1383,6249
2,2,0,OLD,20151229,더 킹,2017-01-18,4253621700,29.4,485170932,12.9,31499521309,493218,63283,14.7,3835359,1117,4889
3,3,0,OLD,20165443,모아나,2017-01-12,1047316300,7.2,335796000,47.2,13533939507,126246,42822,51.3,1728762,708,1637
4,4,0,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,930224650,6.4,174381116,23.1,3442034873,103452,20405,24.6,409543,599,1676
5,5,0,OLD,20161872,너의 이름은.,2017-01-04,464872400,3.2,70395900,17.8,27134432756,55061,9401,20.6,3367331,492,1012
6,6,2,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,180520900,1.2,94290900,109.3,2704836400,22616,11963,112.3,362763,401,589
7,7,-1,OLD,20167904,라라랜드,2016-12-07,196314100,1.4,28871000,17.2,26144514528,22454,3442,18.1,3122114,204,346
8,8,1,OLD,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,153413400,1.1,70441200,84.9,474362400,19385,9217,90.6,61897,326,464
9,9,-2,OLD,20168154,딥워터 호라이즌,2017-01-25,121176100,0.8,12940934,12,531162743,14526,1694,13.2,68381,355,575
10,10,1,OLD,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,53176500,0.4,30116500,130.6,146486000,7940,4506,131.2,22006,139,192
1,1,0,OLD,20151228,공조,2017-01-18,6399470500,46.7,-422098900,-6.2,37594377469,761071,-36923,-4.6,4556113,1392,6123
2,2,0,OLD,20151229,더 킹,2017-01-18,3637450800,26.5,-616170900,-14.5,35136972109,430477,-62741,-12.7,4265836,1081,4612
3,3,0,OLD,20165443,모아나,2017-01-12,1264342600,9.2,217026300,20.7,14798282107,157236,30990,24.5,1885998,696,1582
4,4,0,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,803385400,5.9,-126839250,-13.6,4245420273,90436,-13016,-12.6,499979,576,1613
5,5,0,OLD,20161872,너의 이름은.,2017-01-04,479910200,3.5,15037800,3.2,27614342956,58556,3495,6.3,3425887,470,956
6,6,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,252698700,1.8,72177800,40,2957535100,32217,9601,42.5,394980,392,567
7,7,1,OLD,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,210733200,1.5,57319800,37.4,685095600,27080,7695,39.7,88977,329,467
